Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
RTN4RL1	chr17	2025334	chr17	1647154	1647934	0.991009	SNAI2,(0.966033966033966),NR2E1,(0.939060939060939),PPARG,(0.848151848151848),NR1I2,(0.836163836163836),
RTN4RL1	chr17	2025334	chr17	1769077	1769940	0.951049	NR2F1,(0.992007992007992),ESRRG,(0.99000999000999),NR4A3,(0.987012987012987),RORC,(0.982017982017982),PPARD,(0.967032967032967),ESRRA,(0.952047952047952),RORA,(0.929070929070929),NFE2,(0.913086913086913),PPARA,(0.908091908091908),NR4A2,(0.897102897102897),NR4A1,(0.89010989010989),
SCP2	chr1	52927228	chr1	52658397	52659376	0.97003	MAF,(1),NR5A1,(1),BACH2,(0.999000999000999),SMARCC1,(0.999000999000999),MEIS1,(0.998001998001998),JUNB,(0.997002997002997),JUN,(0.995004995004995),ZKSCAN4,(0.995004995004995),FOSL2,(0.994005994005994),BACH1,(0.993006993006993),ZKSCAN3,(0.992007992007992),NR2C1,(0.979020979020979),FOSL1,(0.975024975024975),
SEC31B	chr10	100519861	chr10	100370604	100371741	0.981019	KLF3,(1),BACH1,(0.999000999000999),RARA,(0.999000999000999),FOSL2,(0.997002997002997),SMARCC1,(0.997002997002997),RORC,(0.997002997002997),NR1I2,(0.997002997002997),MEIS1,(0.992007992007992),FOSB,(0.99000999000999),MAF,(0.99000999000999),NR4A3,(0.989010989010989),ATF3,(0.977022977022977),NR1I3,(0.969030969030969),HLTF,(0.95004995004995),KLF8,(0.945054945054945),BACH2,(0.943056943056943),JUNB,(0.903096903096903),FOSL1,(0.814185814185814),
SEMA4D	chr9	89498113	chr9	89608603	89609219	0.972028	MITF,(1),ESRRA,(0.997002997002997),NR4A3,(0.993006993006993),ESRRG,(0.99000999000999),KLF3,(0.989010989010989),ESRRB,(0.987012987012987),TEAD1,(0.982017982017982),NR2F1,(0.946053946053946),NR5A1,(0.927072927072927),ATOH1,(0.84015984015984),MYOD1,(0.821178821178821),
SEMA4D	chr9	89498113	chr9	89609288	89610048	0.966034	HES1,(0.988011988011988),BACH1,(0.944055944055944),NR1I3,(0.942057942057942),
SEMA4D	chr9	89498113	chr9	89621472	89622393	0.953047	TCF7L2,(0.995004995004995),TEAD1,(0.961038961038961),NR3C1,(0.896103896103896),
SEMA6A	chr5	116574823	chr5	116395321	116396251	0.961039	NR2F6,(0.976023976023976),NR3C1,(0.881118881118881),
SEMA6A-AS1	chr5	116447497	chr5	116395321	116396251	0.964036	NR2F6,(0.976023976023976),NR3C1,(0.881118881118881),
SH2B3	chr12	111405922	chr12	111409429	111411016	0.982018	MYC,(1),FOSL2,(0.991008991008991),JUN,(0.99000999000999),JUNB,(0.989010989010989),HNF4A,(0.985014985014985),BACH2,(0.979020979020979),SMARCC1,(0.972027972027972),FOSB,(0.969030969030969),ESR2,(0.966033966033966),ESR1,(0.898101898101898),FOSL1,(0.815184815184815),
SH2B3	chr12	111405922	chr12	111413454	111414444	0.987013	HES1,(1),BACH2,(1),JUNB,(1),JUN,(1),NR4A2,(1),FOSL2,(0.999000999000999),NR4A1,(0.999000999000999),ESR2,(0.999000999000999),FOSB,(0.998001998001998),KLF3,(0.998001998001998),SMARCC1,(0.997002997002997),ESRRA,(0.997002997002997),ESRRG,(0.997002997002997),BACH1,(0.996003996003996),GCM1,(0.996003996003996),TGIF2,(0.996003996003996),ESR1,(0.99000999000999),FOSL1,(0.989010989010989),JDP2,(0.979020979020979),MTF1,(0.977022977022977),JUND,(0.973026973026973),ESRRB,(0.971028971028971),MYOD1,(0.9000999000999),ATOH1,(0.856143856143856),
SH3BP5	chr3	15341380	chr3	15319246	15320180	0.961039	NR4A2,(1),ESRRA,(1),RORA,(0.999000999000999),NR4A3,(0.999000999000999),PPARA,(0.998001998001998),RORC,(0.997002997002997),TGIF2,(0.996003996003996),NR4A1,(0.996003996003996),PPARD,(0.992007992007992),ATOH1,(0.99000999000999),NR1I2,(0.89010989010989),
SH3BP5	chr3	15341380	chr3	15634966	15635897	0.958042	HES1,(1),TEAD1,(1),MYF5,(0.999000999000999),HIC1,(0.993006993006993),RORA,(0.992007992007992),
SH3BP5	chr3	15341380	chr3	15645770	15646673	0.96004	NR4A2,(0.977022977022977),ATOH1,(0.957042957042957),PPARG,(0.917082917082917),JDP2,(0.819180819180819),
SLC11A2	chr12	51028242	chr12	51190541	51191519	0.953047	JUNB,(0.999000999000999),NR4A3,(0.999000999000999),ESR2,(0.999000999000999),NR4A2,(0.999000999000999),ESRRG,(0.998001998001998),ZNF691,(0.995004995004995),JUN,(0.989010989010989),PPARD,(0.989010989010989),ESRRA,(0.989010989010989),ATOH1,(0.977022977022977),RHOXF1,(0.956043956043956),NR2F1,(0.956043956043956),ESR1,(0.95004995004995),NR4A1,(0.923076923076923),NR2C1,(0.917082917082917),
SLC16A1	chr1	112956196	chr1	112982764	112983731	0.982018	TEAD1,(0.977022977022977),NR4A3,(0.975024975024975),ESRRA,(0.964035964035964),ESRRG,(0.963036963036963),NR5A1,(0.941058941058941),ESRRB,(0.915084915084915),NR4A1,(0.855144855144855),
SLC16A1	chr1	112956196	chr1	112992505	112993467	0.964036	TCF7L2,(0.988011988011988),ZKSCAN3,(0.981018981018981),JUN,(0.965034965034965),ZKSCAN4,(0.889110889110889),RORA,(0.885114885114885),NR2E1,(0.814185814185814),
SLC16A1	chr1	112956196	chr1	112995622	112996555	0.983017	NR4A3,(0.989010989010989),RARA,(0.988011988011988),BACH1,(0.98001998001998),JUN,(0.98001998001998),BACH2,(0.974025974025974),HIC1,(0.885114885114885),FOSL1,(0.846153846153846),
SLC16A1	chr1	112956196	chr1	113000316	113001259	0.968032	TP73,(1),MITF,(0.987012987012987),SNAI2,(0.981018981018981),ZNF219,(0.834165834165834),RORC,(0.801198801198801),
SLC16A1	chr1	112956196	chr1	113026712	113027651	0.962038	NR5A2,(1),NR2F6,(1),NR1I2,(0.999000999000999),RXRB,(0.999000999000999),ESRRG,(0.986013986013986),PPARD,(0.98001998001998),TCF7L2,(0.979020979020979),RXRA,(0.978021978021978),NR2F2,(0.956043956043956),NR1I3,(0.953046953046953),RORB,(0.919080919080919),PPARA,(0.862137862137862),NR2F1,(0.832167832167832),
SLC16A1-AS1	chr1	112956414	chr1	112982764	112983731	0.983017	TEAD1,(0.977022977022977),NR4A3,(0.975024975024975),ESRRA,(0.964035964035964),ESRRG,(0.963036963036963),NR5A1,(0.941058941058941),ESRRB,(0.915084915084915),NR4A1,(0.855144855144855),
SLC16A1-AS1	chr1	112956414	chr1	112992505	112993467	0.965035	TCF7L2,(0.988011988011988),ZKSCAN3,(0.981018981018981),JUN,(0.965034965034965),ZKSCAN4,(0.889110889110889),RORA,(0.885114885114885),NR2E1,(0.814185814185814),
SLC16A1-AS1	chr1	112956414	chr1	112995622	112996555	0.968032	NR4A3,(0.989010989010989),RARA,(0.988011988011988),BACH1,(0.98001998001998),JUN,(0.98001998001998),BACH2,(0.974025974025974),HIC1,(0.885114885114885),FOSL1,(0.846153846153846),
SLC16A1-AS1	chr1	112956414	chr1	113000316	113001259	0.966034	TP73,(1),MITF,(0.987012987012987),SNAI2,(0.981018981018981),ZNF219,(0.834165834165834),RORC,(0.801198801198801),
SLC16A1-AS1	chr1	112956414	chr1	113026712	113027651	0.973027	NR5A2,(1),NR2F6,(1),NR1I2,(0.999000999000999),RXRB,(0.999000999000999),ESRRG,(0.986013986013986),PPARD,(0.98001998001998),TCF7L2,(0.979020979020979),RXRA,(0.978021978021978),NR2F2,(0.956043956043956),NR1I3,(0.953046953046953),RORB,(0.919080919080919),PPARA,(0.862137862137862),NR2F1,(0.832167832167832),
SLC22A1	chr6	160121814	chr6	160328140	160329116	0.985015	ESRRB,(1),NR4A1,(1),PPARD,(0.999000999000999),NR6A1,(0.995004995004995),ESRRG,(0.994005994005994),ESRRA,(0.99000999000999),NR3C1,(0.987012987012987),HLTF,(0.987012987012987),RORA,(0.921078921078921),
SLC22A4	chr5	132294393	chr5	132446484	132447464	0.964036	NR4A2,(0.991008991008991),PPARD,(0.962037962037962),NR3C1,(0.959040959040959),ZIC3,(0.9000999000999),SNAI2,(0.883116883116883),
SLC22A5	chr5	132369708	chr5	132446484	132447464	0.979021	NR4A2,(0.991008991008991),PPARD,(0.962037962037962),NR3C1,(0.959040959040959),ZIC3,(0.9000999000999),SNAI2,(0.883116883116883),
SLC25A25	chr9	128068199	chr9	127608063	127608998	0.983017	HES1,(0.95004995004995),TFEB,(0.939060939060939),ESRRG,(0.937062937062937),NR5A2,(0.932067932067932),CREB3L2,(0.906093906093906),MXI1,(0.828171828171828),NR2F1,(0.828171828171828),
SLC25A30	chr13	45418455	chr13	45414200	45415257	0.991009	NR2E1,(0.983016983016983),TEAD1,(0.955044955044955),HES1,(0.951048951048951),MEIS1,(0.945054945054945),SNAI2,(0.868131868131868),NR2C1,(0.851148851148851),
SLC25A30	chr13	45418455	chr13	45433043	45433999	0.987013	RORC,(1),NR4A2,(1),RXRA,(0.999000999000999),NR3C1,(0.996003996003996),RXRG,(0.926073926073926),NR2F6,(0.823176823176823),
SLC25A5	chrX	119468443	chrX	119468814	119469704	0.993007	NR4A3,(0.958041958041958),RARB,(0.957042957042957),NR4A2,(0.955044955044955),PPARA,(0.946053946053946),NR1H2,(0.918081918081918),NR1H3,(0.917082917082917),ESRRA,(0.915084915084915),RARG,(0.913086913086913),ESR2,(0.898101898101898),NR4A1,(0.866133866133866),ESR1,(0.852147852147852),ESRRG,(0.824175824175824),
SLC25A51	chr9	37904353	chr9	37574522	37575440	0.976024	BACH1,(0.969030969030969),SMARCC1,(0.902097902097902),JUNB,(0.883116883116883),FOSB,(0.84015984015984),
SLC25A51	chr9	37904353	chr9	38042202	38043134	0.966034	TFCP2,(1),ZIC1,(0.999000999000999),ZKSCAN3,(0.998001998001998),NR4A2,(0.996003996003996),ZKSCAN4,(0.99000999000999),RARA,(0.985014985014985),ATOH1,(0.983016983016983),GLIS1,(0.962037962037962),NR2F2,(0.958041958041958),ZIC3,(0.859140859140859),
SLC29A1	chr6	44219614	chr6	43798557	43799502	0.966034	SMARCC1,(0.99000999000999),JDP2,(0.989010989010989),RXRA,(0.987012987012987),BACH1,(0.97002997002997),FOSL1,(0.958041958041958),TFEB,(0.953046953046953),TFCP2L1,(0.948051948051948),KLF3,(0.945054945054945),FOSB,(0.943056943056943),ZIC3,(0.936063936063936),ZIC1,(0.927072927072927),FOSL2,(0.91008991008991),JUN,(0.888111888111888),FOS,(0.881118881118881),BACH2,(0.874125874125874),HEY1,(0.853146853146853),ESR1,(0.815184815184815),RARG,(0.81018981018981),
SLC35B4	chr7	134316930	chr7	134669704	134670668	0.954046	NR4A3,(0.997002997002997),NR4A2,(0.996003996003996),NR4A1,(0.983016983016983),HNF4G,(0.983016983016983),
SLC36A1	chr5	151437045	chr5	151099793	151100751	0.999001	ESR1,(0.878121878121878),TP73,(0.862137862137862),
SLC36A1	chr5	151437045	chr5	151121542	151122498	0.972028	MITF,(0.972027972027972),NR4A3,(0.967032967032967),JUNB,(0.957042957042957),HES1,(0.939060939060939),PPARD,(0.93006993006993),USF2,(0.888111888111888),JUN,(0.885114885114885),NR2F1,(0.883116883116883),BACH2,(0.859140859140859),ZKSCAN4,(0.853146853146853),BACH1,(0.813186813186813),NFE2,(0.803196803196803),
SLC38A1	chr12	46269043	chr12	46268635	46269661	0.998002	TFEB,(0.988011988011988),MITF,(0.986013986013986),TEAD1,(0.973026973026973),PPARA,(0.955044955044955),MYOD1,(0.924075924075924),
SLC38A1	chr12	46269043	chr12	46396608	46397545	0.986014	TP73,(0.999000999000999),NR1I3,(0.986013986013986),NR3C1,(0.868131868131868),
SLC38A1	chr12	46269043	chr12	46467817	46468801	0.991009	PPARA,(0.975024975024975),NR1H2,(0.973026973026973),NR4A3,(0.93006993006993),
SLC38A7	chr16	58684770	chr16	58732521	58733646	0.98002	RORC,(0.994005994005994),ESR1,(0.987012987012987),ESRRG,(0.984015984015984),NR4A3,(0.982017982017982),ESRRA,(0.976023976023976),ESR2,(0.971028971028971),SMARCC1,(0.969030969030969),BACH1,(0.967032967032967),KLF3,(0.967032967032967),NR3C1,(0.934065934065934),NR4A1,(0.919080919080919),JUNB,(0.883116883116883),FOSL2,(0.822177822177822),ZIC3,(0.81018981018981),
SLC41A1	chr1	205813198	chr1	205914570	205915414	0.969031	PPARA,(0.999000999000999),ATOH1,(0.998001998001998),ZNF219,(0.997002997002997),MYC,(0.982017982017982),PPARD,(0.975024975024975),MITF,(0.973026973026973),TEAD1,(0.972027972027972),ESR1,(0.968031968031968),MAF,(0.834165834165834),ESR2,(0.82017982017982),
SLC41A1	chr1	205813198	chr1	205918697	205919653	0.981019	NR1H2,(0.928071928071928),NR6A1,(0.891108891108891),ATF3,(0.879120879120879),
SLC41A1	chr1	205813198	chr1	205976668	205977806	0.976024	SMARCC1,(0.995004995004995),BACH2,(0.987012987012987),ZKSCAN4,(0.987012987012987),TEAD1,(0.985014985014985),NR2E1,(0.982017982017982),FOSL1,(0.978021978021978),JDP2,(0.974025974025974),RORA,(0.971028971028971),TFEB,(0.969030969030969),MXI1,(0.969030969030969),JUN,(0.966033966033966),HEY1,(0.962037962037962),NR1I3,(0.958041958041958),MYC,(0.953046953046953),NR3C1,(0.951048951048951),MYOD1,(0.948051948051948),CREB3L2,(0.945054945054945),GCM1,(0.945054945054945),MYCN,(0.93006993006993),SNAI2,(0.926073926073926),FOSL2,(0.913086913086913),NR2C1,(0.875124875124875),MYF5,(0.847152847152847),
SLC9A2	chr2	102619552	chr2	102770219	102771779	0.976024	NR4A2,(0.958041958041958),HNF4G,(0.945054945054945),NR3C1,(0.934065934065934),NR4A3,(0.928071928071928),ATOH1,(0.903096903096903),ESRRB,(0.85014985014985),RARB,(0.849150849150849),
SMAP1	chr6	70667882	chr6	70684584	70685523	0.959041	KLF3,(0.995004995004995),ZKSCAN3,(0.994005994005994),ZKSCAN4,(0.985014985014985),RARB,(0.925074925074925),
SMIM12	chr1	34859749	chr1	34865910	34866880	0.973027	ESR2,(0.997002997002997),NR4A1,(0.985014985014985),MAF,(0.978021978021978),ESRRB,(0.976023976023976),ESRRG,(0.969030969030969),HES1,(0.966033966033966),NR3C1,(0.96003996003996),ESRRA,(0.958041958041958),NR2E1,(0.94005994005994),ZNF219,(0.921078921078921),HNF4G,(0.891108891108891),ESR1,(0.889110889110889),
SNN	chr16	11668454	chr16	11673012	11673971	0.997003	RORA,(0.979020979020979),RARA,(0.97002997002997),ESR2,(0.95004995004995),RORC,(0.947052947052947),PPARD,(0.939060939060939),KLF3,(0.932067932067932),ESR1,(0.93006993006993),ZIC3,(0.818181818181818),
SNN	chr16	11668454	chr16	11675297	11676231	0.983017	SMARCC1,(0.995004995004995),BACH1,(0.991008991008991),NR4A2,(0.991008991008991),FOSL2,(0.988011988011988),FOSL1,(0.976023976023976),JUN,(0.974025974025974),NR4A3,(0.96003996003996),JDP2,(0.953046953046953),RXRG,(0.944055944055944),RXRA,(0.934065934065934),NR4A1,(0.923076923076923),BACH2,(0.91008991008991),HLTF,(0.891108891108891),JUNB,(0.863136863136863),RXRB,(0.86013986013986),
SNN	chr16	11668454	chr16	11706062	11707024	0.971029	MEIS2,(0.996003996003996),RXRB,(0.973026973026973),HLTF,(0.972027972027972),TEAD1,(0.969030969030969),HES1,(0.962037962037962),PPARG,(0.956043956043956),NR3C1,(0.952047952047952),RXRA,(0.943056943056943),BACH2,(0.939060939060939),ESRRG,(0.929070929070929),NR4A3,(0.896103896103896),RORA,(0.89010989010989),NR4A1,(0.875124875124875),PPARA,(0.864135864135864),TGIF2,(0.819180819180819),BACH1,(0.8001998001998),
SOCS7	chr17	38351843	chr17	38255781	38256633	0.976024	KLF3,(0.993006993006993),MEIS1,(0.985014985014985),TEAD1,(0.977022977022977),NR2C1,(0.928071928071928),NR2F2,(0.92007992007992),SMARCC1,(0.918081918081918),DMBX1,(0.829170829170829),ESR1,(0.816183816183816),RHOXF1,(0.807192807192807),
SOCS7	chr17	38351843	chr17	38352843	38353759	0.984016	HES1,(1),MEIS1,(1),MAF,(0.999000999000999),MYOD1,(0.972027972027972),SNAI2,(0.965034965034965),
SOCS7	chr17	38351843	chr17	38358641	38359598	0.969031	RORA,(1),PPARD,(1),RORC,(1),RXRA,(1),TEAD1,(1),HNF4G,(0.996003996003996),PPARA,(0.996003996003996),ATOH1,(0.994005994005994),NR2F6,(0.992007992007992),NR6A1,(0.986013986013986),RXRG,(0.951048951048951),NR1H2,(0.941058941058941),HIC1,(0.823176823176823),
SPATS2	chr12	49367461	chr12	49108647	49109570	0.979021	KLF3,(0.976023976023976),NR4A2,(0.967032967032967),NR4A3,(0.966033966033966),RORA,(0.964035964035964),NR1I3,(0.938061938061938),NR2C1,(0.92007992007992),NR5A2,(0.894105894105894),NR4A1,(0.842157842157842),
SPECC1L	chr22	24270816	chr22	24402183	24403233	0.98002	ZIC1,(0.981018981018981),MEIS1,(0.981018981018981),RARA,(0.966033966033966),NFE2,(0.948051948051948),FOSB,(0.911088911088911),ZKSCAN4,(0.857142857142857),PPARG,(0.853146853146853),
SPIRE1	chr18	12658107	chr18	12656786	12657550	0.996004	HES1,(0.951048951048951),NR2C1,(0.89010989010989),NR2E1,(0.863136863136863),
SREBF2	chr22	41833104	chr22	41891168	41892090	0.987013	NR4A2,(0.962037962037962),NR4A3,(0.95004995004995),NR3C1,(0.932067932067932),NR1I3,(0.932067932067932),NR1I2,(0.914085914085914),MEIS1,(0.886113886113886),
SREBF2	chr22	41833104	chr22	41899834	41900734	0.966034	NR2F6,(0.985014985014985),MAF,(0.975024975024975),ZIC3,(0.96003996003996),MXI1,(0.958041958041958),RARA,(0.957042957042957),HLTF,(0.944055944055944),ZIC1,(0.932067932067932),RXRA,(0.893106893106893),MEIS1,(0.879120879120879),TFCP2,(0.801198801198801),
STAT1	chr2	191014250	chr2	190881560	190882319	0.954046	TFEB,(0.98001998001998),HEY1,(0.976023976023976),JUN,(0.975024975024975),NPAS2,(0.972027972027972),NR4A2,(0.969030969030969),TFCP2,(0.96003996003996),BACH1,(0.951048951048951),TP73,(0.935064935064935),JUNB,(0.882117882117882),SMARCC1,(0.869130869130869),
STAT3	chr17	42388495	chr17	42063411	42064354	0.984016	MXI1,(0.973026973026973),JUN,(0.964035964035964),MYC,(0.962037962037962),SMARCC1,(0.95004995004995),FOSL2,(0.947052947052947),JUNB,(0.927072927072927),FOSL1,(0.913086913086913),ATOH1,(0.907092907092907),MYCN,(0.888111888111888),NPAS2,(0.887112887112887),CREB3L2,(0.868131868131868),
STAT3	chr17	42388495	chr17	42409204	42410124	0.982018	JUN,(0.988011988011988),NR4A3,(0.987012987012987),JUNB,(0.981018981018981),BACH2,(0.98001998001998),NR1H3,(0.946053946053946),FOSL2,(0.941058941058941),NR2F2,(0.912087912087912),FOS,(0.89010989010989),JUND,(0.887112887112887),FOSL1,(0.875124875124875),SMARCC1,(0.856143856143856),FOSB,(0.843156843156843),NR1H2,(0.843156843156843),NR4A1,(0.831168831168831),
STK24	chr13	98577151	chr13	98171884	98172856	0.964036	KLF3,(0.977022977022977),MAF,(0.934065934065934),ESR1,(0.911088911088911),MEIS1,(0.892107892107892),
STK24	chr13	98577151	chr13	98503168	98504167	0.966034	MAF,(0.999000999000999),PPARA,(0.999000999000999),NR2F6,(0.998001998001998),NR4A3,(0.997002997002997),ESRRG,(0.996003996003996),PPARD,(0.991008991008991),RORC,(0.984015984015984),NR4A2,(0.981018981018981),RXRA,(0.977022977022977),NR2C1,(0.976023976023976),ESRRA,(0.974025974025974),ESRRB,(0.952047952047952),MYF5,(0.864135864135864),
SVIL	chr10	29736936	chr10	29784036	29785007	0.961039	NR2C1,(0.973026973026973),NR1I2,(0.951048951048951),JUN,(0.939060939060939),FOSL1,(0.93006993006993),ZNF219,(0.915084915084915),FOSL2,(0.912087912087912),KLF3,(0.891108891108891),SMARCC1,(0.872127872127872),JUNB,(0.814185814185814),BACH2,(0.809190809190809),
SVIL	chr10	29736936	chr10	30000603	30001637	0.975025	HEY1,(1),RXRA,(1),KLF3,(0.999000999000999),MEIS1,(0.999000999000999),NR4A2,(0.999000999000999),NR4A3,(0.997002997002997),NR2C1,(0.997002997002997),ESR2,(0.997002997002997),JUN,(0.995004995004995),PPARD,(0.994005994005994),BACH2,(0.993006993006993),NR4A1,(0.992007992007992),HNF4G,(0.992007992007992),NR2F1,(0.989010989010989),NPAS2,(0.986013986013986),NR2F6,(0.97002997002997),RXRG,(0.908091908091908),
TACC2	chr10	121989162	chr10	121988222	121989232	0.952048	ESRRB,(0.999000999000999),BACH1,(0.997002997002997),ZNF219,(0.997002997002997),NR4A1,(0.997002997002997),MITF,(0.994005994005994),JDP2,(0.993006993006993),TFEB,(0.99000999000999),TEAD1,(0.989010989010989),FOSL1,(0.982017982017982),RARB,(0.978021978021978),ESRRA,(0.968031968031968),JUNB,(0.965034965034965),JUN,(0.965034965034965),SMARCC1,(0.952047952047952),BACH2,(0.911088911088911),MYOD1,(0.869130869130869),USF1,(0.864135864135864),NR1I3,(0.862137862137862),PPARG,(0.82017982017982),NR1I2,(0.809190809190809),SNAI2,(0.807192807192807),
TACC2	chr10	121989162	chr10	122140803	122141709	0.953047	BACH1,(1),KLF3,(0.999000999000999),TFCP2,(0.998001998001998),MEIS2,(0.998001998001998),NR1I2,(0.998001998001998),SMARCC1,(0.997002997002997),RARA,(0.997002997002997),NR2E1,(0.996003996003996),FOSL2,(0.995004995004995),TCF7L2,(0.987012987012987),FOSL1,(0.983016983016983),MEIS1,(0.983016983016983),TGIF2,(0.982017982017982),JUN,(0.974025974025974),NR5A2,(0.969030969030969),ZKSCAN4,(0.939060939060939),BACH2,(0.859140859140859),
TANGO2	chr22	20016999	chr22	20021741	20022507	0.993007	ESRRB,(0.994005994005994),RXRA,(0.993006993006993),ESR2,(0.992007992007992),RXRG,(0.99000999000999),ESR1,(0.985014985014985),MITF,(0.97002997002997),NR5A1,(0.969030969030969),NR4A3,(0.962037962037962),NR1H3,(0.934065934065934),ESRRA,(0.932067932067932),NR2F6,(0.92007992007992),ESRRG,(0.912087912087912),
TBC1D1	chr4	37891083	chr4	37628637	37629621	0.951049	NR4A2,(0.981018981018981),FOSL1,(0.975024975024975),BACH2,(0.97002997002997),JUNB,(0.961038961038961),NR4A1,(0.961038961038961),FOSB,(0.96003996003996),JUN,(0.959040959040959),NR1I3,(0.959040959040959),TEAD1,(0.935064935064935),RARG,(0.915084915084915),RORA,(0.91008991008991),ESRRA,(0.882117882117882),FOSL2,(0.863136863136863),RARB,(0.857142857142857),BACH1,(0.806193806193806),
TBC1D1	chr4	37891083	chr4	38112688	38113631	0.991009	MEIS1,(1),ESR2,(1),NR6A1,(0.999000999000999),ESRRA,(0.999000999000999),TFEB,(0.995004995004995),ESRRB,(0.995004995004995),TEAD1,(0.991008991008991),ESRRG,(0.981018981018981),MYF5,(0.888111888111888),NR2F2,(0.875124875124875),NR4A1,(0.856143856143856),
TBC1D14	chr4	6909443	chr4	6875145	6876100	0.964036	TCF7L2,(0.943056943056943),
TBC1D14	chr4	6909443	chr4	7002880	7003867	0.968032	ATOH1,(0.991008991008991),HES1,(0.955044955044955),HNF4G,(0.941058941058941),RHOXF1,(0.933066933066933),NR2F6,(0.912087912087912),RORA,(0.89010989010989),
TCF7L2	chr10	112950246	chr10	113027831	113028830	0.974026	NR2F1,(1),NR4A3,(0.999000999000999),NR4A1,(0.996003996003996),NR1H2,(0.996003996003996),HNF4G,(0.996003996003996),RXRA,(0.996003996003996),PPARD,(0.995004995004995),NR2C1,(0.993006993006993),NR4A2,(0.982017982017982),TFCP2L1,(0.961038961038961),HNF4A,(0.908091908091908),ZIC3,(0.876123876123876),NR2E1,(0.863136863136863),GLIS1,(0.829170829170829),
TCHP	chr12	109900273	chr12	109927794	109928760	0.973027	RARB,(0.992007992007992),NR1I3,(0.975024975024975),CREB3L1,(0.97002997002997),
TECPR2	chr14	102362940	chr14	102442171	102443252	0.989011	PPARD,(1),NR4A1,(1),RXRA,(0.999000999000999),MEIS1,(0.996003996003996),NR4A3,(0.993006993006993),NR2E1,(0.987012987012987),ESRRA,(0.977022977022977),RXRG,(0.976023976023976),NR2C1,(0.97002997002997),ESRRG,(0.968031968031968),ZNF219,(0.962037962037962),NR2F1,(0.961038961038961),NR4A2,(0.94005994005994),HNF4G,(0.92007992007992),NR5A1,(0.886113886113886),
TFRC	chr3	196082090	chr3	196179321	196180318	0.968032	BACH1,(1),TCF7L2,(0.992007992007992),JDP2,(0.991008991008991),SMARCC1,(0.989010989010989),JUN,(0.983016983016983),FOSL2,(0.956043956043956),FOSL1,(0.949050949050949),JUNB,(0.947052947052947),BACH2,(0.931068931068931),ATOH1,(0.909090909090909),PPARA,(0.846153846153846),
TIMM44	chr19	7943666	chr19	8342827	8343766	0.967033	ZNF784,(1),ZNF219,(0.999000999000999),NR3C1,(0.997002997002997),TEAD1,(0.997002997002997),NR2E1,(0.959040959040959),NR2F2,(0.922077922077922),
TIMM44	chr19	7943666	chr19	8347617	8348517	0.972028	HES1,(1),ESRRG,(1),TEAD1,(1),RORA,(0.999000999000999),ATOH1,(0.999000999000999),PPARG,(0.998001998001998),ESRRA,(0.998001998001998),ZNF691,(0.981018981018981),ESRRB,(0.971028971028971),SNAI2,(0.919080919080919),ESR2,(0.912087912087912),NR4A1,(0.871128871128871),ESR1,(0.851148851148851),
TM6SF1	chr15	83107644	chr15	82942448	82943381	0.964036	RORC,(0.994005994005994),FOSL1,(0.982017982017982),JUN,(0.963036963036963),ZIC1,(0.949050949050949),MITF,(0.946053946053946),BACH2,(0.933066933066933),SMARCC1,(0.932067932067932),ZIC3,(0.865134865134865),ZNF784,(0.839160839160839),
TMEM11	chr17	21214161	chr17	21021116	21022179	0.972028	ESRRB,(0.982017982017982),NR2C1,(0.982017982017982),USF2,(0.953046953046953),NR6A1,(0.802197802197802),
TMEM11	chr17	21214161	chr17	21165768	21166756	0.984016	RARA,(0.967032967032967),TEAD1,(0.957042957042957),PPARD,(0.956043956043956),RORA,(0.946053946053946),NR1I3,(0.945054945054945),BACH1,(0.943056943056943),MAF,(0.928071928071928),ESR2,(0.924075924075924),MEIS1,(0.919080919080919),RORB,(0.892107892107892),PPARA,(0.876123876123876),NR1I2,(0.851148851148851),MTF1,(0.818181818181818),
TMEM164	chrX	110002634	chrX	109951774	109952731	0.993007	TEAD1,(0.929070929070929),JUN,(0.893106893106893),KLF3,(0.858141858141858),FOSL2,(0.852147852147852),
TMEM164	chrX	110002634	chrX	110002255	110003224	0.999001	ZNF219,(0.9000999000999),
TMEM164	chrX	110002634	chrX	110015310	110016401	0.972028	ESRRG,(0.997002997002997),PPARD,(0.995004995004995),TEAD1,(0.977022977022977),NR4A1,(0.969030969030969),NR3C1,(0.964035964035964),MTF1,(0.938061938061938),MYOD1,(0.934065934065934),MEIS1,(0.914085914085914),
TMEM181	chr6	158536639	chr6	158043595	158044573	0.969031	ESR1,(0.993006993006993),ATF3,(0.99000999000999),ATOH1,(0.985014985014985),BACH2,(0.981018981018981),FOSL1,(0.979020979020979),TGIF2,(0.974025974025974),MXI1,(0.972027972027972),MEIS2,(0.968031968031968),JUNB,(0.955044955044955),JUN,(0.954045954045954),CREB3L2,(0.953046953046953),SMARCC1,(0.91008991008991),ZKSCAN4,(0.909090909090909),ZKSCAN3,(0.891108891108891),USF1,(0.871128871128871),HIC1,(0.868131868131868),MAF,(0.846153846153846),
